"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
1807,680777,"Jeffers, Ryan",1807,100,0.226,0.206,0.238,0.432,0.317,0.304,0.227,93,412,86.6,16.1,2293,89.2,89.5,207,876,931,0.29999999999999716,6.48,107,151,121,146,303,324,292,"-5.78","5.78","70.3","7.4",465,325,50,22,0,21,94,20.2,32,6.9,2.31407,0.59592,0.3078,0.02225,"91.4",157,33.84615384615385,8.307692307692308,5.806451612903226,5.78,-0.78,0.2,2.29,0.3,27,"0.319867183",0.302,0.386,"-0.319867183",-0.001,-0.0020000000000000018,0.046,0.013,23.6,"38.6",8.784709499184885,-2.7887711881884796,29.576895265493164,0.5215311004784688,37.09377774260541,29.98588858024365
1806,677800,"Abreu, Wilyer",1806,100,0.253,0.206,0.326,0.459,0.336,0.32,0.231,101,399,91.6,19.2,2231,89.7,89.97,257,868,938,0.29999999999999716,6.48,117,145,117,151,283,321,305,"-8.833","8.833","72.7","7.3",447,279,51,33,2,15,125,28,40,8.9,2.20882,0.67551,0.40628,-0.30697,"92.5",172,50.90252707581227,11.191335740072201,6.935123042505594,5.7,-1.32,-0.21,2.38,0.322,31,"0.489091916",0.306,0.421,"-0.489091916",0.022,0.016000000000000014,0.038,0.016,29.6,"37.4",10.220437329170295,-1.9897737734876053,32.004613768632076,0.5089605734767025,36.24366551960698,31.20297220939271
1804,664238,"Moore, Dylan",1804,100,0.202,0.166,0.267,0.368,0.307,0.298,0.201,74,367,88.3,22.3,2253,88.9,89.14,190,765,1039,0.19999999999998863,6.41,107,151,117,147,299,323,292,"1.975","-1.975","71.0","7.0",439,251,37,23,4,10,122,27.8,52,11.8,2.28841,0.63674,0.31239,-0.02016,"91.4",174,36.254980079681275,8.764940239043826,5.0113895216400905,5.75,-0.35,0.2,2.29,0.32,22,"-0.109478936",0.322,0.325,"0.109478936",0.001,-0.0020000000000000018,0.043,0.009,24.8,"38.9",8.669481649324696,-6.798962564225322,31.424760983608525,0.5841313269493844,37.4122902783728,30.66369957618826
1791,593428,"Bogaerts, Xander",1791,100,0.265,0.117,0.297,0.382,0.3,0.306,0.263,113,427,88.1,10.9,2253,89.1,89.38,145,791,1000,0.30000000000001137,6.49,110,151,123,147,303,322,291,"4.77","-4.77","68.7","7.2",462,355,86,15,1,11,78,16.9,28,6.1,2.37587,0.54275,0.3244,0.12311,"91.5",139,33.33333333333333,5.084745762711865,3.896103896103896,5.75,-0.91,0.2,2.24,0.307,18,"-0.266331658",0.309,0.383,"0.266331658",0.002,-0.0020000000000000018,-0.001,-0.006,18.3,"37.8",9.896517227809957,-2.0263382038453104,31.643380926443147,0.5196078431372549,38.67231617856972,32.74987422664715
1788,642350,"Siri, Jose",1788,100,0.187,0.179,0.261,0.366,0.27,0.296,0.2,75,402,86.8,14.4,2321,89.1,89.11,381,910,878,0,6.41,106,150,111,146,301,326,292,"12.951","-12.951","69.5","7.7",447,238,40,16,1,18,170,38,30,6.7,2.3824,0.54551,0.21231,-0.00458,"91.4",157,41.596638655462186,14.705882352941178,7.829977628635347,5.73,-0.85,0.23,2.3,0.253,35,"-0.724328859",0.268,0.409,"0.724328859",-0.013,-0.015000000000000013,-0.043,-0.026,41.9,"37.8",12.044749480230132,0.4464367227529212,33.14331608616013,0.4675480769230769,40.05311837129231,27.545015341913516
1787,672275,"Bailey, Patrick",1787,100,0.234,0.105,0.287,0.339,0.281,0.319,0.258,94,401,90.3,11.3,2213,89.1,89.34,201,860,927,0.20000000000000284,6.41,115,147,116,150,293,320,301,"10.558","-10.558","69.8","7.2",448,309,69,16,1,8,100,22.3,39,8.7,2.33019,0.59878,0.42219,-0.42219,"91.9",161,42.99674267100978,5.537459283387622,3.7946428571428568,5.82,-0.99,-0.12,2.31,0.298,17,"-0.590822608",0.324,0.398,"0.590822608",-0.024,-0.026000000000000023,-0.059,-0.038,23.4,"37.8",6.829621467033022,0.18807565760857137,33.68439275681449,0.39227895392278955,38.432994849530765,27.741908725888223
1786,664983,"McCarthy, Jake",1786,100,0.285,0.115,0.329,0.4,0.329,0.311,0.265,126,442,81.8,6.4,2210,89.2,89.47,155,881,905,0.29999999999999716,6.46,113,146,104,151,289,322,302,"-4.662","4.662","64.1","6.5",494,372,98,13,7,8,78,15.8,30,6.1,2.31775,0.59536,0.3507,-0.2095,"90.3",142,24.462365591397848,2.6881720430107525,2.0242914979757085,5.73,-0.63,-0.12,2.3,0.348,10,"0.261030235",0.332,0.359,"-0.261030235",0.02,0.01599999999999996,0.041,0.018,17.6,"38.0",7.6656519633863525,1.4112646317077038,34.27377947384613,0.4635036496350365,40.65950948029211,29.586748139126684
1781,641680,"Heim, Jonah",1781,100,0.22,0.115,0.246,0.336,0.265,0.277,0.228,101,459,88.4,14.5,2231,89.5,89.59,200,967,814,0.09999999999999432,6.42,114,147,124,150,298,327,299,"21.075","-21.075","68.5","7.3",491,371,75,12,1,13,90,18.3,26,5.3,2.27216,0.64106,0.39925,-0.39925,"91.4",154,36.38814016172507,5.929919137466308,4.480651731160896,5.77,-0.99,-0.06,2.44,0.267,22,"-1.183323975",0.275,0.356,"1.183323975",-0.008,-0.008000000000000007,-0.02,-0.012,20.7,"39.0",10.595501423509997,2.0211925242611857,28.505710472313254,0.5730337078651685,40.63891327296356,29.873125383363824
1781,600869,"Candelario, Jeimer",1781,100,0.225,0.204,0.257,0.429,0.304,0.28,0.221,96,427,86.9,12.4,2241,88,88.26,268,920,861,0.29999999999999716,6.44,114,148,121,150,294,322,295,"-4.706","4.706","66.4","7.7",462,316,51,23,2,20,114,24.7,26,5.6,2.50258,0.48368,0.23691,-0.23691,"91.4",145,34.6031746031746,8.253968253968253,5.627705627705628,5.88,-0.54,-0.06,2.31,0.277,26,"0.264233577",0.274,0.364,"-0.264233577",0.004,0.0030000000000000027,0.065,0.024,29.1,"39.5",12.932013045602483,-3.7935328069037726,34.430603950832285,0.5017964071856288,36.60966997909094,29.648076875357393
1764,669707,"Triolo, Jared",1764,100,0.216,0.099,0.279,0.315,0.275,0.292,0.227,85,394,88,13,2269,89,89.3,231,842,922,0.29999999999999716,6.45,107,151,119,147,306,320,289,"9.617","-9.617","68.3","7.7",446,281,65,10,1,9,118,26.5,42,9.4,2.32381,0.59213,0.3096,0.00364,"91.3",161,39.285714285714285,5.357142857142857,3.3632286995515694,5.71,-0.85,0.23,2.34,0.296,15,"-0.545181406",0.309,0.336,"0.545181406",-0.011,-0.013000000000000012,-0.021,-0.017,27.4,"37.9",9.120795943588375,-1.9360497448387912,39.09570226993222,0.48195876288659795,38.16038466019713,28.52364354171632
1758,672284,"Kelenic, Jarred",1758,100,0.231,0.163,0.3,0.393,0.294,0.308,0.241,95,412,89.6,15.8,2203,89.1,89.46,293,877,881,0.4000000000000057,6.5,117,146,117,151,297,325,302,"5.601","-5.601","70.8","7.2",448,283,60,18,2,15,133,29.7,31,6.9,2.35566,0.56106,0.36809,-0.28052,"91.9",171,45.22968197879859,9.89399293286219,6.25,5.8,-1.33,-0.16,2.3,0.284,28,"-0.318600683",0.294,0.412,"0.318600683",-0.01,-0.010000000000000009,-0.019,-0.014,33.4,"38.1",13.531061317469963,0.263413230006114,33.03915352697365,0.5278121137206427,36.70995042024667,29.44091408726845
1758,571745,"Haniger, Mitch",1758,100,0.208,0.126,0.276,0.334,0.277,0.292,0.216,79,380,90.5,13.7,2259,88.6,88.87,250,774,984,0.30000000000001137,6.44,107,152,120,146,301,323,291,"13.006","-13.006","71.0","7.0",423,255,55,12,0,12,126,29.8,40,9.5,2.33776,0.60836,0.22863,-0.02822,"92.4",152,46.06299212598425,9.05511811023622,5.4373522458628845,5.74,-0.61,0.13,2.28,0.286,23,"-0.739817975",0.294,0.364,"0.739817975",-0.008,-0.008000000000000007,-0.03,-0.015,32.3,"39.6",14.111051032346909,0.5635650611076706,32.35672399869349,0.5342657342657343,40.87774603738496,32.687315267058615
1756,668901,"Vientos, Mark",1756,100,0.266,0.249,0.324,0.516,0.356,0.331,0.246,110,413,91.2,11.4,2273,88.5,88.79,301,876,880,0.29999999999999716,6.49,108,151,123,147,304,326,294,"-20.078","20.078","70.3","7.5",454,283,61,22,0,27,135,29.7,33,7.3,2.46611,0.49556,0.23346,-0.11453,"92.6",154,46.808510638297875,14.184397163120568,8.81057268722467,5.72,-0.57,0.19,2.24,0.322,40,"1.143394077",0.305,0.463,"-1.143394077",0.02,0.017000000000000015,0.053,0.025,34.4,"37.0",15.004665090995996,2.3604077220118365,32.1079145954825,0.5555555555555556,39.325117823493805,29.18720776343226
1754,672761,"Pérez, Wenceel",1754,100,0.242,0.142,0.294,0.384,0.299,0.291,0.241,94,388,87.7,16.9,2240,89.3,89.66,169,808,946,0.4000000000000057,6.47,113,148,112,151,293,324,295,"3.58","-3.58","68.7","6.8",424,300,63,16,6,9,91,21.5,32,7.5,2.24232,0.6538,0.37433,-0.37433,"90.7",160,30.63973063973064,4.377104377104377,3.0660377358490565,5.72,-0.94,-0.08,2.34,0.301,13,"-0.204104903",0.301,0.355,"0.204104903",0.001,0,0.029,0.008,20.9,"38.8",5.679476760005987,-3.164627189486531,28.505833437908418,0.4243208279430789,34.46965760938434,27.295121448504762
1734,663368,"Perkins, Blake",1734,100,0.24,0.091,0.313,0.332,0.288,0.275,0.218,92,383,86.2,12,2272,89.3,89.54,199,735,999,0.20000000000000284,6.42,111,148,104,149,295,319,296,"8.027","-8.027","66.0","7.0",433,281,71,13,2,6,108,24.9,41,9.5,2.28777,0.61556,0.40239,-0.40147,"91.0",152,37.72241992882562,3.9145907473309607,2.5404157043879905,5.72,-0.54,-0.02,2.33,0.314,11,"-0.462918108",0.297,0.311,"0.462918108",0.022,0.017000000000000015,0.021,0.013,27.1,"37.5",6.237066671125687,0.3949519657469488,31.555052243839626,0.5148095909732017,38.07501446137273,24.320116878702073
1719,681624,"Pages, Andy",1719,100,0.249,0.159,0.304,0.408,0.31,0.321,0.251,100,402,88.6,20.8,2275,89.8,90.07,229,877,842,0.29999999999999716,6.42,108,151,122,146,300,321,294,"4.649","-4.649","71.3","7.7",441,299,63,23,1,13,107,24.3,28,6.3,2.24532,0.64032,0.30606,0.12324,"91.6",164,40.26845637583892,10.738255033557047,7.2562358276643995,5.72,-0.95,0.15,2.4,0.305,32,"-0.270447935",0.31,0.423,"0.270447935",-0.002,-0.0050000000000000044,-0.015,-0.011,26.1,"37.8",9.15218856909433,-2.9560040849560445,41.07399324812669,0.48108747044917255,38.347874390324506,29.57344007597287
1713,670042,"Raley, Luke",1713,100,0.243,0.22,0.305,0.463,0.339,0.316,0.22,98,404,87.8,11.8,2235,88.9,89.12,306,888,825,0.19999999999998863,6.41,115,145,112,151,295,325,299,"-11.927","11.927","72.7","7.1",455,273,55,19,2,22,135,29.7,27,5.9,2.38819,0.53673,0.30767,-0.24,"92.4",148,42.066420664206646,11.07011070110701,6.593406593406594,5.78,-1.21,-0.15,2.34,0.32,30,"0.696263865",0.301,0.418,"-0.696263865",0.023,0.019000000000000017,0.045,0.023,34.5,"39.5",12.422240935534353,-4.41786502898978,31.78160732853616,0.5788849347568209,36.59529497219188,31.88496027591142
1711,643446,"McNeil, Jeff",1711,100,0.238,0.146,0.256,0.384,0.304,0.288,0.235,101,424,86.7,14.7,2247,89.7,89.95,166,948,763,0.29999999999999716,6.51,114,145,108,150,282,317,300,"2.643","-2.643","66.5","7.1",471,360,63,26,0,12,68,14.4,34,7.2,2.28797,0.5935,0.37766,-0.15332,"90.8",149,31.197771587743734,3.064066852367688,2.335456475583864,5.7,-0.77,-0.09,2.33,0.306,11,"-0.15447107",0.305,0.336,"0.15447107",0.003,0.0010000000000000009,0.048,0.016,17.5,"37.3",6.83591229111945,-4.26519250635188,32.99858446782732,0.44966442953020136,35.48599655218109,29.76453359690861
1710,643396,"Kiner-Falefa, Isiah",1710,100,0.269,0.108,0.307,0.376,0.299,0.283,0.251,125,465,85.1,8.4,2286,89.2,89.41,117,788,922,0.20000000000000284,6.44,108,150,113,148,301,317,284,"3.38","-3.38","64.9","6.7",496,392,95,18,4,8,78,15.7,16,3.2,2.29674,0.60842,0.33483,0.06962,"91.0",146,29.743589743589745,2.307692307692308,1.8145161290322582,5.72,-0.83,0.17,2.31,0.306,9,"-0.197660819",0.292,0.346,"0.197660819",0.018,0.014000000000000012,0.03,0.016,14.8,"37.8",5.317651571091013,1.75350531209181,31.290337843873065,0.4124137931034483,35.6212647965536,31.78139449512399
1693,570482,"Urshela, Gio",1693,100,0.25,0.111,0.278,0.361,0.281,0.302,0.264,108,432,86.3,10.3,2242,89.1,89.46,188,924,769,0.4000000000000057,6.49,110,151,122,148,303,321,286,"12.18","-12.18","66.4","7.0",460,365,79,19,1,9,72,15.7,22,4.8,2.26826,0.65687,0.33109,0.07257,"90.6",154,28.45303867403315,4.972375690607735,3.91304347826087,5.72,-0.98,0.27,2.34,0.285,18,"-0.719432959",0.301,0.389,"0.719432959",-0.014,-0.016000000000000014,-0.028,-0.021,20.3,"37.5",8.450150835957501,6.277788817788577,34.804320466147495,0.47415730337078654,37.55173687758617,30.4364239354105
1685,671739,"Harris II, Michael",1685,100,0.264,0.155,0.3,0.418,0.312,0.344,0.284,116,440,90.3,7.4,2234,89.4,89.74,233,928,757,0.29999999999999716,6.49,118,147,114,152,298,326,302,"-3.379","3.379","73.1","8.0",469,349,83,14,3,16,94,20,22,4.7,2.28456,0.63761,0.40351,-0.13776,"93.1",151,46.99140401146132,10.028653295128938,7.462686567164178,5.82,-0.66,-0.08,2.34,0.303,35,"0.200534125",0.325,0.461,"-0.200534125",-0.02,-0.02200000000000002,-0.043,-0.032,25.1,"37.5",6.818656261329402,-2.0799599516668006,29.716428044659416,0.4709371293001186,38.83622390163153,31.09441941146695
1672,666139,"Lowe, Josh",1672,100,0.241,0.15,0.338,0.391,0.299,0.295,0.228,85,353,90.8,16.9,2258,89.4,89.51,275,862,810,0.09999999999999432,6.43,117,147,115,151,290,325,303,"1.739","-1.739","71.3","7.0",383,232,54,19,2,10,123,32.1,28,7.3,2.32135,0.58273,0.36297,-0.2926,"91.3",164,46.12068965517241,10.344827586206897,6.266318537859007,5.7,-1.42,-0.11,2.39,0.295,24,"-0.104007177",0.284,0.388,"0.104007177",0.013,0.01100000000000001,0.003,0.004,31.9,"37.0",8.579144340923706,0.5453922952460879,36.68351858662261,0.45529411764705885,38.703054079182735,31.274136131132455
1669,677587,"Rocchio, Brayan",1669,100,0.206,0.11,0.245,0.316,0.276,0.275,0.21,79,383,82.7,8.1,2233,88.9,89.13,194,800,869,0.19999999999998863,6.43,111,146,105,149,287,318,295,"14.242","-14.242","66.2","7.0",441,300,53,18,0,8,90,20.4,43,9.8,2.36971,0.55289,0.36016,-0.36016,"90.2",140,22.40802675585284,4.013377926421405,2.7210884353741496,5.75,-0.91,-0.1,2.27,0.296,12,"-0.853325345",0.301,0.302,"0.853325345",-0.004,-0.0050000000000000044,0.014,0.001,24.3,"37.2",7.517443091211536,-5.292395653482664,29.857449819735837,0.46567967698519513,34.368844202196605,30.85300234289167
1666,642133,"Tellez, Rowdy",1666,100,0.243,0.149,0.28,0.392,0.301,0.302,0.237,93,383,89.4,17,2230,89.4,89.66,158,721,945,0.29999999999999716,6.45,117,146,129,151,297,323,303,"4.258","-4.258","72.7","7.9",421,299,62,18,0,13,89,21.1,31,7.4,2.30546,0.58843,0.3732,-0.32198,"92.0",164,36.577181208053695,8.053691275167784,5.7007125890736345,5.78,-1.49,-0.17,2.34,0.299,24,"-0.255582233",0.297,0.394,"0.255582233",0.006,0.0020000000000000018,-0.002,-0.001,21.9,"38.6",4.951418459694233,-6.434284064636978,28.69272992372116,0.43703703703703706,35.915236206283815,32.576165524109555
1659,660688,"Ruiz, Keibert",1659,100,0.229,0.131,0.232,0.359,0.268,0.279,0.251,105,459,85.3,19.8,2212,88.6,88.96,105,867,792,0.4000000000000057,6.46,115,146,122,150,295,321,294,"18.056","-18.056","64.9","7.0",485,410,71,21,0,13,54,11.1,16,3.3,2.48239,0.46024,0.35627,-0.35627,"91.0",153,25.67237163814181,3.1784841075794623,2.6804123711340204,5.79,-0.81,-0.15,2.29,0.26,13,"-1.088366486",0.283,0.35,"1.088366486",-0.022,-0.022999999999999965,0.009,-0.011,12.1,"37.3",9.039980644261892,-11.167693969346773,32.14032257481154,0.531442663378545,34.97547264011317,36.520943906389405
1659,663457,"Nootbaar, Lars",1659,100,0.244,0.172,0.281,0.417,0.331,0.355,0.264,85,348,91.4,5.7,2222,89.2,89.51,117,617,1042,0.29999999999999716,6.46,116,147,112,151,297,324,303,"-6.702","6.702","70.5","6.7",403,273,52,18,3,12,79,19.6,50,12.4,2.34054,0.56381,0.35897,-0.20097,"92.8",151,49.45054945054945,9.89010989010989,6.699751861042183,5.72,-0.84,-0.25,2.26,0.338,27,"0.4039783",0.356,0.455,"-0.4039783",-0.02,-0.01799999999999996,-0.038,-0.024,19,"37.5",7.501165924625111,1.6019187679579772,29.76503653061777,0.4698996655518395,37.737888401525844,29.494654644587264
1656,666181,"Benson, Will",1656,100,0.187,0.19,0.282,0.376,0.285,0.268,0.18,64,343,88.8,17.4,2240,88.9,89.18,308,789,867,0.29999999999999716,6.43,119,146,116,151,293,323,298,"6.448","-6.448","69.7","7.8",388,192,29,19,2,14,154,39.7,40,10.3,2.37342,0.54875,0.29921,-0.16816,"91.3",155,40.10416666666667,11.458333333333332,5.670103092783505,5.83,-1.16,-0.09,2.4,0.274,22,"-0.389371981",0.268,0.333,"0.389371981",0.007,0.006000000000000005,0.043,0.017,39,"38.9",14.914869929359481,-5.502950234658652,33.76619842653384,0.5138121546961326,39.98839654637884,26.428087470158275
1652,592669,"Renfroe, Hunter",1652,100,0.229,0.164,0.254,0.392,0.302,0.291,0.223,88,385,88.5,16.7,2291,88.3,88.62,172,734,918,0.29999999999999716,6.43,107,152,122,146,306,327,301,"-1.209","1.209","73.7","7.6",424,302,55,18,0,15,84,19.8,36,8.5,2.441,0.52289,0.19914,-0.01552,"92.4",154,39.40397350993378,6.622516556291391,4.716981132075472,5.78,-0.7,0.21,2.23,0.297,20,"0.073184019",0.292,0.362,"-0.073184019",0.006,0.0050000000000000044,0.03,0.011,23.4,"39.4",9.153697598332776,-9.671928202178838,25.531019538539876,0.644927536231884,39.11490952672703,38.63638911164104
1651,656582,"Joe, Connor",1651,100,0.228,0.14,0.278,0.368,0.305,0.277,0.206,83,364,85.3,16.3,2277,88.9,89.25,183,712,939,0.29999999999999716,6.46,107,150,120,146,306,321,290,"-0.674","0.674","69.9","7.3",415,275,51,22,1,9,91,21.9,43,10.4,2.38407,0.53949,0.29291,-0.10858,"91.4",146,32.846715328467155,4.744525547445255,3.132530120481928,5.76,-0.11,0.25,2.25,0.318,13,"0.040823743",0.299,0.308,"-0.040823743",0.022,0.019000000000000017,0.06,0.028,25.7,"38.2",7.855946923022643,-7.281652766769604,30.93686991187802,0.47530864197530864,35.976101695553616,35.01567863608003
1649,645277,"Albies, Ozzie",1649,100,0.251,0.153,0.274,0.404,0.307,0.302,0.246,100,399,88.4,18.4,2207,89.2,89.68,191,933,716,0.5,6.54,114,146,120,150,299,324,296,"2.381","-2.381","67.5","7.2",435,338,60,29,1,10,65,14.9,27,6.2,2.32517,0.5779,0.36222,-0.32864,"91.0",153,32.047477744807125,6.231454005934718,4.827586206896552,5.8,-1.08,-0.06,2.29,0.303,21,"-0.14439054",0.301,0.387,"0.14439054",0.005,0.0020000000000000018,0.017,0.005,20.5,"38.1",12.482926528689546,-5.09436856204777,33.9931308842735,0.5541022592152199,31.384676960878075,36.61803244353261
1647,664056,"Bader, Harrison",1647,100,0.237,0.137,0.276,0.374,0.286,0.295,0.243,95,401,87.2,11.9,2261,88.9,89.21,188,767,880,0.29999999999999716,6.51,108,151,118,147,301,321,290,"8.869","-8.869","69.2","7.0",435,313,64,19,0,12,94,21.6,20,4.6,2.39547,0.57298,0.33413,-0.00946,"91.5",150,35.46325878594249,6.3897763578274756,4.597701149425287,5.75,-0.41,0.21,2.2,0.283,20,"-0.538494232",0.291,0.378,"0.538494232",-0.006,-0.008000000000000007,-0.004,-0.009,24.5,"38.9",10.384539730172197,-3.5403506342195463,25.031643327371203,0.517531556802244,37.72742037705551,32.55633831439107
1639,664774,"Wade Jr., LaMonte",1639,100,0.26,0.121,0.331,0.381,0.337,0.354,0.259,86,331,90.1,12.5,2225,89.6,89.87,162,670,969,0.30000000000001137,6.41,117,146,116,151,292,321,301,"-9.82","9.82","70.5","6.6",396,245,62,16,0,8,90,22.7,57,14.4,2.21544,0.66297,0.44023,-0.392,"92.4",168,44.08163265306123,9.387755102040817,5.808080808080808,5.83,-1.52,-0.2,2.37,0.372,23,"0.599145821",0.373,0.428,"-0.599145821",0.001,-0.0010000000000000009,-0.047,-0.017,24.2,"38.0",7.704559754198508,0.76866938572477,32.222252791482155,0.49522292993630573,34.455646902388565,32.81356163155716
1638,669224,"Wells, Austin",1638,100,0.229,0.167,0.261,0.395,0.315,0.339,0.242,81,354,87.5,16.2,2223,88.7,88.98,220,807,831,0.29999999999999716,6.49,113,145,116,151,289,325,296,"0.551","-0.551","70.7","7.3",414,275,49,18,1,13,87,21,47,11.4,2.39681,0.55246,0.37228,-0.28379,"91.4",168,39.05109489051095,9.124087591240876,6.038647342995169,5.73,-1.17,-0.23,2.28,0.322,25,"-0.033638584",0.339,0.429,"0.033638584",-0.013,-0.017000000000000015,-0.034,-0.024,27.3,"37.4",9.986061500466802,-1.3734422184838542,34.26598918659444,0.4553805774278215,35.60518176435382,28.19004627941312
1634,676059,"Westburg, Jordan",1634,100,0.264,0.216,0.305,0.481,0.34,0.353,0.281,110,416,90.8,12.9,2297,88.6,88.8,244,833,801,0.20000000000000284,6.46,108,151,119,147,307,326,292,"-9.742","9.742","69.0","6.7",447,321,61,26,5,18,97,21.7,22,4.9,2.42269,0.53071,0.21156,-0.00817,"92.7",161,46.10591900311526,11.838006230529595,8.501118568232663,5.77,-0.85,0.15,2.23,0.312,38,"0.59620563",0.328,0.491,"-0.59620563",-0.017,-0.016000000000000014,-0.01,-0.013,29.3,"38.7",9.920921564550182,-2.140649009927459,30.446685862679974,0.6179183135704874,39.554689213866084,31.986244796770603
1628,670032,"Lopez, Nicky",1628,100,0.241,0.053,0.288,0.294,0.275,0.268,0.227,96,398,83.7,4.9,2277,89.1,89.45,153,789,839,0.30000000000001137,6.5,115,147,103,151,278,313,299,"8.579","-8.579","62.0","6.6",445,337,80,12,3,1,67,15.1,37,8.3,2.32181,0.58932,0.30205,-0.20616,"89.8",136,16.964285714285715,1.488095238095238,1.1235955056179776,5.77,-1.36,-0.01,2.25,0.312,5,"-0.526965602",0.299,0.288,"0.526965602",0.014,0.013000000000000012,0.006,0.007,19.4,"37.8",7.625846411001221,10.465852978170457,27.237403345521496,0.5676429567642957,38.797596144942865,23.19526358458371
1626,572138,"Singleton, Jon",1626,100,0.234,0.153,0.299,0.387,0.313,0.311,0.228,83,354,88.7,12.8,2248,89,89.09,199,661,965,0.09999999999999432,6.45,119,146,129,152,290,327,297,"-4.698","4.698","70.0","7.0",404,247,56,13,1,13,110,27.2,47,11.6,2.35808,0.57086,0.34871,-0.29026,"91.9",162,37.39837398373984,8.94308943089431,5.445544554455446,5.77,-1.09,-0.17,2.22,0.322,22,"0.288929889",0.318,0.383,"-0.288929889",0.006,0.0040000000000000036,0.004,0.002,30.1,"37.0",10.401837640499052,-9.31814467028669,30.040290245213487,0.5635792778649922,38.29680558911417,32.19727304851311
1624,666310,"Naylor, Bo",1624,100,0.201,0.15,0.262,0.35,0.269,0.26,0.196,71,354,88.3,19.2,2242,89,89.33,215,761,863,0.29999999999999716,6.46,116,146,119,151,287,320,298,"10.376","-10.376","68.4","7.3",388,236,46,10,2,13,122,31.4,28,7.2,2.35624,0.55824,0.31796,-0.22647,"91.5",162,37.87234042553192,8.085106382978724,4.896907216494846,5.77,-1.21,-0.14,2.25,0.262,19,"-0.638916256",0.258,0.326,"0.638916256",0.005,0.0040000000000000036,0.024,0.009,28.3,"38.0",11.521401933123872,-3.6829387460606884,30.635945405105144,0.48137931034482756,37.52967148037848,32.7759366502057
1624,664040,"Lowe, Brandon",1624,100,0.244,0.229,0.287,0.473,0.335,0.343,0.252,94,385,89.8,14.5,2244,89,89.11,294,898,726,0.09999999999999432,6.43,116,145,116,151,292,326,300,"-9.706","9.706","70.9","7.0",423,275,51,19,3,21,112,26.5,31,7.3,2.36165,0.56412,0.40603,-0.38834,"91.9",166,44.72727272727273,12.363636363636363,8.037825059101655,5.75,-1.25,-0.22,2.23,0.307,34,"0.597660099",0.315,0.482,"-0.597660099",-0.008,-0.008000000000000007,-0.009,-0.008,32.7,"38.1",13.887023844082597,-1.731345896100285,34.811831488589036,0.4369158878504673,35.161488793523546,33.977861430912945
1609,673357,"Robert Jr., Luis",1609,100,0.224,0.155,0.31,0.379,0.285,0.279,0.212,88,393,90.1,13.5,2258,88.9,89.23,308,854,755,0.29999999999999716,6.49,108,152,122,147,301,325,296,"5.258","-5.258","72.8","7.7",423,253,55,19,0,14,141,33.3,26,6.1,2.3452,0.57965,0.3121,0.0609,"92.0",155,40.87301587301587,9.920634920634921,5.91016548463357,5.77,-1,0.21,2.25,0.275,25,"-0.326786824",0.266,0.367,"0.326786824",0.012,0.009000000000000008,0.012,0.006,36.1,"37.8",9.48170990806575,-1.7001643996909084,36.2650766427339,0.47793190416141235,37.34038892078209,27.66538383014066
1596,669357,"Gorman, Nolan",1596,100,0.203,0.197,0.279,0.4,0.29,0.305,0.208,74,365,88.5,20.3,2237,89.6,89.92,315,814,782,0.30000000000001137,6.48,115,146,121,152,297,325,305,"7.047","-7.047","70.9","7.4",400,216,40,15,0,19,151,37.8,32,8,2.27262,0.60988,0.34384,-0.17409,"91.5",172,38.604651162790695,16.74418604651163,9,5.78,-0.73,-0.22,2.38,0.268,36,"-0.441541353",0.273,0.431,"0.441541353",-0.005,-0.0050000000000000044,-0.031,-0.015,38.7,"38.8",16.65773233256853,-0.28573239869905687,36.00094841997915,0.4602272727272727,36.240875251281075,32.570438958448904
1593,807799,"Yoshida, Masataka",1593,100,0.28,0.135,0.302,0.415,0.336,0.322,0.258,106,378,88,10.6,2260,89.5,89.71,106,724,869,0.20000000000000284,6.43,116,146,124,151,281,320,305,"-8.396","8.396","69.5","7.2",421,328,75,21,0,10,52,12.4,27,6.4,2.302,0.58811,0.41364,-0.21863,"91.8",154,37.5,5.487804878048781,4.275534441805226,5.67,-0.91,-0.19,2.32,0.349,18,"0.527055869",0.331,0.394,"-0.527055869",0.022,0.01799999999999996,0.021,0.014,14.6,"36.8",6.131460860678055,2.330271652570124,32.690204022504425,0.42152466367713004,33.28654645775972,27.861222298826785
